,frame,nariz_x,cuello_x,hombroI_x,hombroD_x,codoI_x,codoD_x,manoI_x,manoD_x,caderaI_x,caderaD_x,caderaM_x,rodillaI_x,rodillaD_x,tobilloI_x,tobilloD_x,nariz_y,cuello_y,hombroI_y,hombroD_y,codoI_y,codoD_y,manoI_y,manoD_y,caderaI_y,caderaD_y,caderaM_y,rodillaI_y,rodillaD_y,tobilloI_y,tobilloD_y,angCuelloI,angCuelloD,angCodoI,angCodoD,angHombroI,angHombroD,angCaderaI,angCaderaD,angCaderaTorsoI,angCaderaTorsoD,angRodillaI,angRodillaD
0,0,770.1519,767.2811279296875,833.3114,701.2508,838.0962,679.24066,840.96704,682.1116,804.60254,720.39,762.4962768554688,804.60254,715.6052,797.9038,712.7343,224.03444,217.79818725585938,213.48079,222.1156,303.6666,319.97678,395.77124,408.24374,377.5422,380.42047,378.9813232421875,495.55124,492.673,601.0878,599.169,69.02251799652983,110.97747226763701,181.2517910809886,194.53847611114435,270.7039980454324,253.58345027640587,271.95750623411,265.601683841669,86.34212181804163,93.65791966006948,176.36816120082878,180.89634803658112
1,1,769.6238,765.320068359375,830.8319,699.8083,838.48285,678.76807,841.352,680.6808,802.14056,720.8486,761.4945678710938,805.0097,714.15393,798.31506,713.1976,224.74709,218.51283264160156,214.19681,222.82886,309.14938,320.6588,394.5108,407.93845,378.2058,381.08316,379.64447021484375,492.3407,492.3407,599.76184,597.8436,59.15068873529298,120.84930776310735,182.68154091956902,193.39310802884657,269.16255327159604,254.09302903195334,270.5871233495452,264.52934978388504,86.61283966714365,93.3872032974959,185.00612750169114,182.9240945973745
2,2,769.4966,765.1937255859375,830.69257,699.6949,838.3421,678.65875,841.21063,680.57117,802.00696,720.731,761.3690185546875,804.87555,714.0377,798.1822,713.08154,224.53827,218.30874633789062,213.99599,222.62149,307.91812,320.37714,394.1731,408.54892,377.8805,380.75565,379.31805419921875,492.88715,491.92874,599.2683,598.30994,59.133575671850444,120.8664376183113,182.75142741515657,193.38686523594518,269.11098577321826,254.0884822772121,270.5971622867015,264.52857856304803,86.61323442670749,93.38680550610854,185.0290496165457,182.9303783714109
3,3,770.8398,766.0448608398438,832.2149,699.8748,838.9278,678.77716,841.8048,679.73615,803.4454,718.0956,760.7705078125,804.4043,714.25964,797.6914,713.30066,224.32162,215.681884765625,210.882,220.48175,306.87927,318.39896,394.23682,407.67642,376.95728,383.67712,380.31719970703125,492.15402,492.15402,600.6309,599.67096,65.11929147836997,114.8807216648594,182.11367899197415,192.7747300221503,270.14882387271234,253.6918251033765,274.02485568747767,263.4729815929919,83.66327914189033,96.33671444596364,184.01804501560042,181.51439819419724
4,4,770.1976,765.8922729492188,832.38574,699.3988,838.1261,678.35046,841.95306,680.264,802.72675,718.53357,760.630126953125,804.6402,714.7066,797.94305,713.7499,225.07042,215.47103881835938,210.67136,220.27074,306.6651,319.14426,394.0194,407.45853,376.7405,383.46008,380.10028076171875,491.933,491.933,601.36584,599.446,69.97249371817449,110.02749320185546,180.91364207555958,193.25904507581757,270.7064364178316,253.8535696061399,273.61151168739167,263.4162149214444,83.60608394251688,96.39396391882968,184.45368814124217,181.5107781939371
5,5,769.61115,764.822021484375,830.9117,698.7324,838.5742,678.61816,841.4477,679.57605,802.17706,719.8045,760.9907836914062,805.05054,714.05756,797.38794,713.09973,224.4024,218.16262817382812,213.84277,222.48247,306.95953,320.39905,394.3165,407.75604,377.99707,379.917,378.95703125,492.23306,492.23306,599.7493,597.82947,56.23294804342221,123.76706168484517,182.82022108047695,192.23656575706664,269.0354907175734,254.65192409121966,269.89429081018454,265.7356689318652,87.29987949044816,92.70012050955184,185.5174354629583,182.40948082454906
6,6,769.68317,763.931884765625,831.0309,696.8328,837.7408,678.62024,840.61646,679.5788,801.3156,717.9211,759.6183471679688,804.1913,714.0869,798.4399,713.1283,223.93004,217.70016479492188,213.38718,222.01315,305.39755,321.69107,393.5742,406.0339,379.19757,382.07288,380.6352233886719,494.2105,492.29367,600.59753,599.6391,50.96528362616698,129.03471971007724,182.3030801376586,191.00569736673864,269.50685924934623,255.96766399832927,270.5424119340019,266.03301741005544,86.50882630216621,93.4911736978338,184.52675750498298,181.4809439276425
7,7,770.06964,766.238037109375,832.33374,700.14233,838.0812,678.1104,840.9549,679.0683,802.63855,719.30054,760.9695434570312,804.5543,714.511,798.8069,712.59515,224.05745,217.82415771484375,213.50879,222.13951,307.4877,319.95428,394.7538,408.17938,377.49237,384.20517,380.8487548828125,492.56857,492.56857,600.932,598.0551,62.15648244321186,117.84353072789064,181.61349057867577,193.31559904214527,270.2358625209284,253.57095119275522,273.6513947301287,262.86403261368,83.54384861071591,96.45619308110719,183.9898363343283,181.49016468302202
8,8,770.11115,766.2825927734375,832.3251,700.2402,838.0679,678.2261,840.9393,679.18317,802.6538,718.4258,760.539794921875,804.56805,714.5972,798.82526,712.683,224.2312,217.99398803710938,213.67592,222.31207,306.75433,320.18835,395.0349,407.50934,377.76263,380.64133,379.20196533203125,492.9112,491.9516,601.3427,597.50446,62.19824870814398,117.80173466287475,181.66753103538892,193.30385111677285,270.2102697209458,253.58323625994538,271.00503129587435,266.07259219583284,86.00234808635037,93.99769338412976,183.9840853150471,180.9310453975648
9,9,770.3651,766.53076171875,832.673,700.3886,837.4659,678.34125,841.3002,679.2998,802.9569,719.56024,761.258544921875,804.8741,714.7674,798.16406,711.8916,224.3033,218.0678253173828,213.75096,222.38469,308.722,320.23364,395.0593,407.53024,376.83252,379.71042,378.271484375,492.9082,492.9082,600.3502,598.4316,62.145782280584136,117.85421428329846,180.34547961964125,193.32696447692416,270.8450950005075,253.56794946095965,271.0301849997405,265.5991268874766,86.13867654642338,93.86128446127958,184.51991365543464,180.86297573229643
