,frame,nariz_x,cuello_x,hombroI_x,hombroD_x,codoI_x,codoD_x,manoI_x,manoD_x,caderaI_x,caderaD_x,caderaM_x,rodillaI_x,rodillaD_x,tobilloI_x,tobilloD_x,nariz_y,cuello_y,hombroI_y,hombroD_y,codoI_y,codoD_y,manoI_y,manoD_y,caderaI_y,caderaD_y,caderaM_y,rodillaI_y,rodillaD_y,tobilloI_y,tobilloD_y,angCuelloI,angCuelloD,angCodoI,angCodoD,angHombroI,angHombroD,angCaderaI,angCaderaD,angCaderaTorsoI,angCaderaTorsoD,angRodillaI,angRodillaD
0,0,851.1459,849.7144775390625,887.4071,812.02185,909.35474,791.9828,890.26984,831.10675,875.9562,824.42706,850.191650390625,880.7274,832.061,887.4071,807.2507,200.38301,221.47573852539062,217.6407,225.31079,273.24884,284.75397,295.30032,312.55804,306.80548,305.8467,306.32611083984375,374.87747,365.2899,450.6196,445.8258,80.30817270821501,99.6918502487013,242.41355328694652,253.22950617730936,254.27122066798515,245.56078230382315,264.92472168777533,278.3840554959473,91.38812267528311,88.61181200714806,178.96958901038988,204.44031063393857
1,1,850.5824,849.6221923828125,887.0688,812.17566,910.1128,792.0121,890.9094,829.4587,875.54675,824.65784,850.102294921875,880.3476,832.3392,887.0688,807.3748,200.6974,222.28515625,217.9676,226.6027,272.6566,284.17007,295.6835,311.03482,307.197,302.3997,304.79833984375,372.43997,365.7238,450.1559,447.2775,80.87611333335023,99.12389729291826,242.6753544378331,253.64712443373145,253.72825601519642,244.1195498606418,260.40616713166713,282.3016607169443,95.71873389255445,84.28126610744556,179.2659099373417,203.93613339016488
2,2,851.0,849.5692138671875,887.24695,811.8914,909.18585,791.8602,890.1085,830.0149,875.80054,824.29175,850.046142578125,880.5699,831.92267,887.24695,807.1221,200.10011,221.657958984375,217.34639,225.96954,272.91776,285.3734,296.87094,312.20096,306.4522,305.49408,305.97314453125,375.43735,364.89795,450.17126,447.29688,79.67474828777473,100.32526413222712,240.0788033833394,253.52222759456862,254.98461295980204,244.83758398939023,264.9794462712735,278.385682914433,91.38974249699484,88.61025750300516,178.8497055300778,204.07089302248923
3,3,850.98236,849.550537109375,887.2543,811.84686,910.16284,791.8019,890.1178,829.02826,875.7999,824.2557,850.02783203125,880.57263,831.8919,887.2543,807.0742,200.1675,221.7521209716797,217.4352,226.06905,273.0756,285.54672,298.01782,311.44827,305.69238,305.69238,305.6923828125,375.7225,367.08865,450.5493,445.7527,79.6731326088929,100.32687787331639,241.1656230840718,253.79507999153228,254.15347797640027,244.84361053399545,266.101196679859,277.089818316062,90.32578752179958,89.67421247820043,178.7960202432015,204.59976823030166
4,4,850.49,849.531005859375,886.9319,812.13007,909.94775,791.99115,889.80884,829.392,875.4239,824.597,850.0104370117188,880.2189,831.31,886.9319,807.3351,199.60487,221.67233276367188,216.87506,226.4696,273.48288,284.99634,298.42868,311.86105,306.1043,305.14487,305.62457275390625,376.1445,367.50943,450.0225,446.1847,80.20245926372984,99.79752893725603,241.04007054674864,253.29887357852002,255.18330271042265,243.70258002743162,265.0021570165301,277.2251362606087,91.40865777290787,88.59141100584715,178.72450816259146,203.09143023513107
5,5,851.00745,849.5765380859375,887.25696,811.8961,910.15137,791.86346,889.16486,829.0669,875.80975,826.20514,851.0074462890625,880.5794,831.9288,887.25696,807.12646,199.27702,222.30616760253906,216.54889,228.06345,273.16217,284.6768,298.11047,311.54413,306.74637,305.78683,306.2666015625,375.8338,367.19788,450.67856,445.8808,77.75734842694118,102.24265157305884,242.08895537683082,253.65051903774895,256.66876248360114,241.82648504478018,264.94251361747365,276.4328702879526,92.08454793774466,87.91545206225535,178.85107156791182,202.8205176118917
6,6,851.53204,850.098876953125,887.8376,812.3602,910.7674,791.3412,890.70386,829.5576,876.3727,824.7806,850.57666015625,880.1943,832.4238,886.88214,807.5832,201.33492,221.46847534179688,215.71603,227.22093,273.24054,284.74545,297.20908,310.63147,306.7965,305.83774,306.317138671875,373.90845,367.19724,451.56653,445.8141,77.26160615574433,102.7384302885514,241.6646503652113,255.9600655433187,256.93408654795917,241.26124750221993,265.67628184174407,278.1651543044751,91.38724024113583,88.61269451790733,178.337045191355,204.63549011966083
7,7,851.521,850.08837890625,887.81433,812.3624,910.73645,791.3505,890.6796,829.554,876.3533,824.77856,850.56591796875,880.1736,831.4642,886.85925,807.587,201.51671,221.148681640625,215.88158,226.4158,273.341,284.83292,296.32483,310.68967,305.90137,305.90137,305.9013671875,373.89502,366.2338,451.4653,445.71936,77.87834567208665,102.12167705891164,242.8579527151042,255.69223333539503,256.1995763456155,242.26898823297216,266.78414259139674,276.323309753024,90.32282969105306,89.67717030894696,178.2898212634335,203.04340034488754
8,8,851.68317,850.2506713867188,887.9732,812.52814,909.93823,791.5181,890.8382,829.71814,876.51324,824.9432,850.7282104492188,878.4232,833.5382,886.06323,807.7531,199.57156,221.1193084716797,215.85208,226.38654,272.35498,283.84714,293.4239,311.61978,308.74677,305.87372,307.31024169921875,370.03802,364.292,451.44058,445.69452,78.24770870862508,101.75229129137492,243.43707079445124,254.06617019969008,256.705687315419,241.96660354982862,265.0263739040954,281.5585688206156,93.50618144928436,86.49381855071566,176.42307592175567,205.9459711949545
9,9,851.6552,850.220947265625,887.9905,812.45135,909.9829,791.41516,890.8591,829.66284,876.51624,824.88184,850.6990356445312,878.4286,833.48755,886.0781,807.6704,198.26556,221.27850341796875,215.52527,227.03174,273.0576,284.56406,293.1939,311.41248,309.49475,306.6181,308.0564270019531,369.9037,364.15045,451.40784,446.61346,77.77270494063195,102.22728127556096,244.44269320633057,255.01711011707425,257.74102261240716,241.25452292638994,264.9980470463606,281.69600996174375,93.50441580820092,86.4955841917991,176.45143486718956,205.89130236083773
