,frame,nariz_x,cuello_x,hombroI_x,hombroD_x,codoI_x,codoD_x,manoI_x,manoD_x,caderaI_x,caderaD_x,caderaM_x,rodillaI_x,rodillaD_x,tobilloI_x,tobilloD_x,nariz_y,cuello_y,hombroI_y,hombroD_y,codoI_y,codoD_y,manoI_y,manoD_y,caderaI_y,caderaD_y,caderaM_y,rodillaI_y,rodillaD_y,tobilloI_y,tobilloD_y,angCuelloI,angCuelloD,angCodoI,angCodoD,angHombroI,angHombroD,angCaderaI,angCaderaD,angCaderaTorsoI,angCaderaTorsoD,angRodillaI,angRodillaD
0,0,451.8517150878906,482.3623046875,526.3334350585938,438.3911437988281,565.8176879882812,416.8542785644531,535.30712890625,412.367431640625,505.6939392089844,441.98065185546875,473.8372802734375,505.6939392089844,412.367431640625,511.078125,385.44635009765625,190.1916961669922,216.28782653808594,224.38662719726562,208.18902587890625,310.7738342285156,266.68035888671875,380.06353759765625,329.6710205078125,366.5655517578125,362.06622314453125,364.3158874511719,458.3519592285156,438.5549011230469,530.34130859375,537.540283203125,149.8952033870876,30.104803696760943,228.32878797303144,196.13970467902712,235.00065870142208,260.22201135070065,265.9605731788944,252.87510929262498,90.74336943664993,89.2566267065249,184.2772780153591,185.94956787136667
1,1,461.4917297363281,492.8994140625,535.9727783203125,449.8260192871094,576.3540649414062,428.2893371582031,553.022705078125,422.0078125,518.0255737304688,449.8260192871094,483.92578125,509.9493103027344,420.21307373046875,511.7440185546875,407.6499938964844,188.0464324951172,210.07057189941406,216.81265258789062,203.3284912109375,303.1112976074219,259.9619445800781,375.0268249511719,322.8880615234375,365.1383972167969,357.9468688964844,361.5426330566406,449.6391906738281,430.7613220214844,530.544189453125,521.5546875,153.85661995749817,26.14338624457227,223.05055438622898,195.1203262661594,236.02786919597753,258.0751541568892,269.44003256298413,253.8883928945263,92.62909462465562,87.37090002775079,186.73029947463414,194.25312446799956
2,2,464.9245910644531,496.3743896484375,536.809814453125,455.9389343261719,583.5353393554688,434.3733215332031,561.0711059570312,428.98193359375,518.8385009765625,454.1418151855469,486.49017333984375,512.548583984375,430.7790832519531,511.6499938964844,429.8804931640625,185.67543029785156,208.59390258789062,216.2333984375,200.95440673828125,299.81842041015625,260.2727966308594,370.82073974609375,319.59124755859375,362.73187255859375,354.64300537109375,358.68743896484375,452.6082458496094,429.2403869628906,530.8007202148438,514.6229248046875,154.61680930352742,25.383198584733194,226.76268023786088,194.7858245817472,230.09520189567112,260.7197325173597,266.8766930533423,259.73682820486965,93.35887358126638,86.64113307284404,183.34486157100397,196.78676948023744
3,3,463.2294921875,494.62750244140625,533.2022094726562,456.0527648925781,583.4390869140625,434.522705078125,562.8060913085938,433.6256103515625,521.5401000976562,460.5382080078125,491.0391540527344,515.260498046875,440.80230712890625,512.5692138671875,459.6411437988281,183.38027954101562,204.49258422851562,209.43374633789062,199.55140686035156,293.88287353515625,262.43902587890625,366.6528625488281,319.0379333496094,359.4657287597656,351.3801574707031,355.4229431152344,450.20361328125,418.7597961425781,531.9575805664062,497.81854248046875,153.3822151990989,26.61776821513048,226.57745916794846,197.99094549128904,231.9530893041847,258.4004387812149,266.408567598601,261.2247042691469,96.18838662027903,83.81161337972097,182.07349015889778,209.72862557995595
4,4,458.18170166015625,489.58648681640625,530.861328125,448.3116149902344,581.1090087890625,434.8524169921875,561.3688354492188,435.7497253417969,523.6831665039062,461.77081298828125,492.72698974609375,518.2994384765625,451.9007568359375,512.9157104492188,468.0517578125,184.3231658935547,206.34332275390625,205.8939208984375,206.79270935058594,293.9745178222656,273.30255126953125,363.18072509765625,324.5331115722656,357.78802490234375,351.4965515136719,354.64227294921875,444.071044921875,419.803955078125,528.5565185546875,494.40283203125,144.33912231043743,35.66085604936539,225.62374619376124,192.44356147005306,240.92018323636105,257.93609719259643,267.76795591924724,267.5803674305777,97.01561364379543,82.98444226287991,179.92087043723257,200.43828423317464
5,5,458.3099365234375,489.23040771484375,530.0095825195312,448.4512023925781,581.0955810546875,435.00750732421875,561.3781127929688,435.9037780761719,523.73583984375,461.8948974609375,492.81536865234375,518.3583374023438,452.03619384765625,512.9808959960938,468.1686096191406,184.50027465820312,206.07005310058594,205.1713104248047,206.9687957763672,293.2478942871094,272.57684326171875,363.349609375,324.7037658691406,357.9571533203125,351.6659851074219,354.81158447265625,444.23626708984375,419.97027587890625,528.7178344726562,494.5657043457031,143.83824704344195,36.161752012018894,225.8241712647661,192.56520713917098,241.14805193495766,257.15731311246043,267.7576798065845,267.595756886895,97.18944299402168,82.81050103601079,179.92338394684714,200.41623638253384
6,6,449.12017822265625,481.4853820800781,521.0428466796875,441.92791748046875,571.388671875,432.93756103515625,548.9129028320312,438.3317565917969,521.9418334960938,463.5047302246094,492.7232666015625,516.5476684570312,469.79791259765625,514.7495727539062,472.49505615234375,186.3422088623047,201.17506408691406,200.7255859375,201.62454223632812,287.9246826171875,269.94549560546875,358.0435485839844,323.8830871582031,357.14459228515625,354.4477233886719,355.796142578125,448.8385009765625,430.85931396484375,528.8458862304688,495.58441162109375,154.72718110731532,25.27281889268469,227.77332966896932,193.20753178909732,240.65031452298106,261.85251352990224,270.72436282856125,277.35049076365283,96.79930758040607,83.2007493796148,182.07924117817896,182.32186315787615
7,7,450.9763488769531,484.1055603027344,524.3978881835938,443.813232421875,572.7486572265625,429.4870910644531,548.5733032226562,434.8594055175781,520.81640625,460.8255615234375,490.82098388671875,515.4440307617188,467.09326171875,515.4440307617188,471.5701904296875,183.2841339111328,198.12979125976562,197.679931640625,198.5796661376953,285.8541564941406,266.0599670410156,354.2341613769531,320.0441589355469,354.2341613769531,347.9360046386719,351.0850830078125,441.5086669921875,424.4136657714844,528.7831420898438,495.4928894042969,155.22251471860517,24.777506976722158,228.2091230587728,197.66916161911138,241.90129565725474,257.374309179685,267.52926400012035,280.67844491824724,98.50718713496488,81.49281286503512,183.52252845169434,181.08083144606317
8,8,455.64337158203125,489.3199462890625,531.9769897460938,446.6629333496094,577.7772216796875,430.4981689453125,553.530029296875,430.4981689453125,521.2005004882812,459.23553466796875,490.218017578125,517.6083374023438,441.274658203125,514.9141845703125,465.5218505859375,182.95863342285156,202.28836059570312,205.43507385253906,199.14166259765625,287.2492370605469,258.4794006347656,354.6784973144531,317.8171691894531,354.6784973144531,348.3851013183594,351.53179931640625,443.68511962890625,417.6124572753906,528.1964721679688,492.23419189453125,154.3639160403845,25.63610133649182,229.01876002260778,195.23870710485406,236.54060684491537,258.9802086513978,266.5118202970609,261.2547210001354,96.14406284053017,83.85593715946983,180.4845695918994,212.5453546125342
9,9,455.9491271972656,489.17626953125,532.2817993164062,446.0707702636719,579.87744140625,430.80426025390625,553.8345336914062,429.9062194824219,521.5054321289062,458.6431884765625,490.0743103027344,517.9132690429688,433.4983215332031,515.21923828125,460.4393005371094,184.3997344970703,205.07444763183594,208.67005920410156,201.4788360595703,289.57110595703125,260.8063049316406,356.9886779785156,317.4370422363281,356.9886779785156,349.7974548339844,353.39306640625,446.87872314453125,411.82159423828125,532.2742919921875,491.82373046875,152.8773907964952,27.122605843278894,231.59028526398257,193.52213030226812,234.7626411143953,260.33762043566514,265.76235199066303,254.4582131474654,96.87298033765651,83.1270196623435,180.4813320822328,220.67897610261716
