,frame,nariz_x,cuello_x,hombroI_x,hombroD_x,codoI_x,codoD_x,manoI_x,manoD_x,caderaI_x,caderaD_x,caderaM_x,rodillaI_x,rodillaD_x,tobilloI_x,tobilloD_x,nariz_y,cuello_y,hombroI_y,hombroD_y,codoI_y,codoD_y,manoI_y,manoD_y,caderaI_y,caderaD_y,caderaM_y,rodillaI_y,rodillaD_y,tobilloI_y,tobilloD_y,angCuelloI,angCuelloD,angCodoI,angCodoD,angHombroI,angHombroD,angCaderaI,angCaderaD,angCaderaTorsoI,angCaderaTorsoD,angRodillaI,angRodillaD
0,0,838.6426,829.5819091796875,866.3014,792.86237,881.56146,766.1573,864.39386,799.5387,855.8101,804.30743,830.0587768554688,871.0702,806.21497,870.1164,797.63116,218.25136,238.8490447998047,240.28609,237.412,296.80997,297.76804,319.80273,315.97064,321.7188,327.467,324.5928955078125,400.27747,386.865,484.58432,478.8361,68.49706274306715,111.50294097839621,231.855214641509,265.2641628910884,252.65055981791454,248.37373048021573,265.3755334066228,265.4709464254045,83.95027383914295,96.04979322592176,191.64100058219822,187.17151603463864
1,1,839.0888,829.523681640625,866.8278,792.2195,881.1756,766.39355,864.9148,799.87164,856.30615,804.65424,830.480224609375,871.6105,805.6108,869.6974,797.0021,218.72818,238.8856658935547,240.80542,236.96591,296.47852,297.4384,319.51562,316.636,321.4354,327.1947,324.3150634765625,401.10547,387.66714,484.61508,478.85577,67.56070807789104,112.43929673365784,229.66796950321748,263.29424754199755,252.60252652712245,249.82013090475218,265.4885290899254,264.5439288470118,84.27913509955562,95.72078311459715,192.18618628174863,186.29924623611464
2,2,838.3448,829.25927734375,866.0795,792.43896,881.3814,766.617,865.12317,800.08997,855.55945,804.8718,830.2156372070312,870.8614,805.8282,870.8614,797.2208,218.78905,238.91807556152344,239.8766,237.95955,296.42963,297.38812,320.39273,316.55865,321.35126,327.10242,324.2268371582031,401.8674,387.48953,482.3835,478.54944,67.19853801580426,112.80146445500048,229.29602472177527,263.6846474945771,253.3684594562705,248.00607342998592,265.7126287023294,264.43406989450966,84.16903547905152,95.83096452094848,190.76063017931858,186.3071146140385
3,3,839.2519,829.68505859375,866.99536,792.3748,881.3455,766.5446,865.08203,800.02826,856.472,804.8116,830.6417846679688,870.8221,805.7683,870.8221,797.1582,218.57228,239.1729736328125,240.61023,237.73572,296.1842,298.10056,320.13852,316.30582,322.05487,326.8457,324.4502868652344,401.58316,387.21057,482.06958,477.27872,67.29617728745382,112.7038191072914,228.65256626044672,264.63295778913084,253.3154624968164,249.03989116037468,265.06988669036593,265.6097208204551,85.34448745081556,94.65551254918445,190.22839451843453,186.3686136373253
4,4,838.26434,829.15966796875,866.05756,792.2617,881.3917,766.38525,865.0991,801.8456,855.5153,804.72076,830.1180419921875,870.8495,805.67914,869.89105,795.13684,219.90022,239.53076171875,240.96715,238.09438,296.50723,299.37994,319.48932,318.53174,321.40448,326.1924,323.7984619140625,398.96906,385.56284,484.19437,477.49124,67.34737786652292,112.65262581741669,230.76821735585816,264.5177461582111,252.3362775192333,249.33850082727614,264.20195028504605,265.5400055232498,85.26672795618342,94.73320380306154,191.8272325201078,187.466894395485
5,5,838.301,829.1986083984375,866.0873,792.30994,881.4176,766.44,865.1291,801.8914,855.54767,804.76587,830.15673828125,870.878,805.724,869.91986,794.22626,220.1573,238.8448486328125,240.28236,237.40733,296.82413,298.7408,319.82416,317.9075,320.7825,326.53253,323.65753173828125,399.366,385.94928,483.6995,477.94946,66.26162792964914,113.73837207035086,230.47599454240833,264.4718746077453,252.59832011260886,249.36203134772384,265.42131760239636,264.4637795460318,84.18712249529972,95.81282490969593,191.68968617060207,188.04747413531442
6,6,838.50653,829.4381103515625,866.1891,792.6872,881.4622,766.9138,865.23456,800.3237,854.73425,805.0966,829.9154052734375,870.962,806.05115,870.0074,792.6872,220.0866,238.7854461669922,240.22382,237.34708,296.79987,299.6766,319.81384,315.97818,320.77277,326.52628,323.6495361328125,400.3628,385.97906,484.74738,478.035,66.3692262381155,113.63077004335321,230.2958141521034,266.4562221465524,252.65137778000886,249.7761324248443,265.08753261070495,264.30818253062387,83.71055178315956,96.28939481473509,192.17226635622015,189.17989217894586
7,7,838.4943,829.4235229492188,866.18396,792.6631,881.461,766.8831,865.2292,800.30164,855.68097,805.07574,830.3783569335938,870.958,806.0306,870.00323,791.7083,219.96382,239.60940551757812,241.04689,238.17192,296.62958,299.50452,319.62927,315.796,321.5459,327.29584,324.4208679199219,400.1283,386.7118,484.4606,477.75235,67.45554539456901,112.544454605431,230.58053741784454,266.8093429266421,252.39224798192816,249.4408524118674,265.4808191405942,264.43834101519246,84.16268472647269,95.83731527352731,191.65018035644272,189.86101230335788
8,8,838.5835,829.5225830078125,866.2433,792.8018,881.50385,767.0496,865.2895,800.43207,854.79785,805.20105,829.9994506835938,871.01215,806.15485,870.05835,792.8018,219.88356,239.52963256835938,240.96716,238.09212,296.55118,299.4262,319.55145,316.67642,320.5098,327.21823,323.864013671875,400.05246,385.6773,484.3868,477.6784,67.4823532553447,112.51767423914387,230.53469318813544,265.4485165269763,252.4059004544875,249.4658680289039,266.18149596376054,263.23168834719087,82.62092942506675,97.37907057493325,192.1695206201738,189.19299248177396
9,9,838.4146,829.333984375,866.1344,792.53357,881.428,766.7255,864.2226,800.1804,855.62,804.95966,830.289794921875,870.9136,805.9155,869.95776,792.53357,220.35982,239.04547119140625,240.48283,237.60811,296.0606,297.9771,320.01657,316.18365,321.93304,326.72424,324.3286437988281,400.50858,386.13504,484.83353,478.12585,66.31847736754887,113.68152263245115,231.07177828333022,264.59139608803133,252.37771988637854,249.08979545139226,264.3885872278549,265.51908088432435,85.23944620855038,94.76056673261664,191.66349922532424,189.19853859538
10,10,838.69086,829.6209716796875,866.3776,792.8644,881.6532,767.087,864.46826,800.50214,854.9211,805.2757,830.098388671875,871.15125,805.2757,869.2418,791.9097,219.0137,239.1560516357422,241.07437,237.23773,296.70557,297.66473,320.6845,315.88873,321.6437,327.39865,324.52117919921875,401.25385,388.78482,485.65985,477.98654,68.7460103179006,111.25398473020725,230.98216620141963,264.49527483584177,251.65823760548625,249.885054531202,265.08926239302565,263.38772717302436,83.70815887993385,96.29184112006615,192.81893500645862,188.52180345241513
11,11,838.4356,829.333251953125,866.2219,792.4446,881.5523,766.5746,864.3056,800.10974,855.6823,804.9005,830.2913818359375,871.0127,804.9005,869.0964,791.48645,218.824,238.93576049804688,240.85117,237.02036,296.39795,297.35565,320.3405,316.5097,321.29822,328.00214,324.6501770019531,400.78754,389.2951,486.02307,479.31918,68.62137683917477,111.37862316082524,231.19558229222585,263.47479676251766,251.59864865989613,249.76412715720238,266.60426931708474,262.47962124533785,83.12007411454286,96.87994375616125,192.2040267358607,188.4750303169789
12,12,838.45575,829.36181640625,866.21606,792.50757,881.53217,766.66174,864.3016,800.1656,856.64355,804.9519,830.7977294921875,871.0023,804.9519,869.0878,792.50757,218.74414,238.879150390625,240.79675,236.96153,296.40768,297.3665,320.3779,316.54266,322.2955,328.04834,325.17193603515625,400.91782,388.4533,486.25183,477.62256,68.67232101739306,111.32765532444797,231.10821051236306,263.3799254349462,251.62309921702672,249.81364023818747,266.0005861449934,263.6496358653837,84.60288358278109,95.39704959263604,191.63504465724196,187.94477541095412
13,13,837.96234,829.82177734375,866.69385,792.94977,882.01733,767.09143,862.863,800.6115,857.1167,804.4423,830.779541015625,870.5247,805.4001,869.567,791.99207,218.79646,238.42843627929688,239.86491,236.99194,296.3666,297.32425,318.3927,317.43503,322.22333,327.96924,325.0962829589844,401.7087,389.2592,483.10947,477.36353,69.70927016714109,110.29070246866985,236.18476227335339,262.23774022080164,252.59512234802844,249.03114897754955,266.6506003295705,264.6698672417472,84.40772581387846,95.5922598723043,190.2488577651879,189.5483672242897
14,14,837.96,829.8154296875,866.7055,792.9254,882.03644,767.0545,862.87274,800.5909,857.12366,804.42365,830.773681640625,870.5382,805.38184,869.58,791.9672,219.17572,239.32406616210938,241.24295,237.40517,295.9313,297.8502,317.99854,317.03912,322.79578,328.55243,325.6741027832031,402.4297,388.99747,483.02307,478.22583,70.96752855745252,109.032442889615,236.631729852639,263.3938385302855,251.36245154955094,249.80637973717748,266.6720975295093,264.6742470555788,84.40184280054264,95.59814287329388,190.24303844401504,189.4580174819488
15,15,837.95013,829.81005859375,866.68005,792.94,882.0026,767.08307,862.8494,799.6436,857.1034,804.4319,830.7676391601562,870.51074,805.3896,869.55304,791.9823,219.1528,239.29763793945312,241.21619,237.37907,295.895,297.81354,317.95834,316.99908,322.75476,328.51044,325.6325988769531,402.37476,389.90414,483.9133,478.15762,70.97620109223172,109.02378018190451,236.61565158733282,262.65596636405985,251.36687530070603,249.81504814838058,266.6777860832293,264.6574557336846,84.39921828358662,95.6007817164134,190.23138614129098,189.53192012876832
